Job_title,Company,Job_posted_date,Link,Matching_percentage,Logo,Location,Job_description,Salary_range,Category
"Data Engineer, Google Customer Solutions",Google,2023-12-23,https://www.linkedin.com/jobs/view/3790696258,0.0,https://media.licdn.com/dms/image/C4D0BAQHiNSL4Or29cg/company-logo_100_100/0/1631311446380?e=2147483647&v=beta&t=5bmvSDVt4i-ECxTU43yiS4iXUM4inJiG-e9PHOUlxx0,"Los Angeles, CA","<div class=""show-more-less-html__markup show-more-less-html__markup--clamp-after-5 relative overflow-hidden"">
        This role may also be located in our Playa Vista, CA campus.<br/><br/>Note: By applying to this position you will have an opportunity to share your preferred working location from the following: <strong>Redwood City, CA, USA; Ann Arbor, MI, USA; Chicago, IL, USA; New York, NY, USA; Los Angeles, CA, USA; San Francisco, CA, USA</strong>.<strong>Minimum qualifications:<br/><br/></strong><ul><li>Bachelor’s degree or equivalent practical experience.</li><li>2 years of experience in software development in one or more general purpose programming languages (e.g., Java, C/C++, C#, Python, etc.), including experience with SQL.</li><li>Experience in data pipeline development and business communication.</li><li>Experience in relational/non-relational databases, API development (e.g. REST), or backend system design.<br/><br/></li></ul><strong>Preferred qualifications:<br/><br/></strong><ul><li>Master’s degree in Business, Statistics, Mathematics, Economics, Engineering, or Applied Science, or a related field.</li><li>Ability to work with stakeholders to provide technical solutions to business challenges.</li><li>Excellent project management skills and ability to prioritize tasks.</li><li>Basic proficiency in and passion for data analysis.<br/><br/></li></ul><strong>About The Job<br/><br/></strong>The Revenue Strategy and Operations (RSO) team is the strategic and operational arm of Google Customer Solutions (GCS) and is responsible for setting priorities and then driving implementation.<br/><br/>Within RSO, the Engineering team is responsible for creating technical solutions to support and maximize traction with Google's advertisers. We lead the design, planning, and operations, using a scalable and analytical programmatic approach to drive business initiatives through our products, in collaboration with cross-functional teams across Sales, Marketing, Product, and Engineering.<br/><br/>When our millions of advertisers and publishers are happy, so are we! Our Google Customer Solutions (GCS) team of entrepreneurial, enthusiastic and client-focused members are the ""human face"" of Google, helping entrepreneurs both individually and broadly build their online presence and grow their businesses. We are dedicated to growing the unique needs of advertising companies. Our teams of strategists, analysts, advisers and support specialists collaborate closely to spot and analyze customer needs and trends. In collaboration, we create and implement business plans broadly for all types of businesses.<br/><br/>The US base salary range for this full-time position is $93,500-$135,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.<br/><br/>Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google .<br/><br/><strong>Responsibilities<br/><br/></strong><ul><li>Design, build, deploy, and improve data pipelines and applications using standard and Google-specific software development tools. This may include ensuring reliable backends, building pipelines to aggregate data from multiple sources, or enhancing performance of existing tools and services.</li><li>Analyze problems and develop solutions, while identifying dependencies and resolving issues to drive implementation. Make technical contributions, including writing and reviewing design documents, tests, and code.</li><li>Provide subject-matter expertise and utilize comprehensive knowledge of Google's relevant technologies, principles, practices, and coding standards.</li><li>Collaborate with cross-functional users and stakeholders to identify pain points and devise innovative technical solutions.<br/><br/><br/></li></ul>Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form .
      </div>",$93500- $135000,Data Integration Engineer
Data Analyst,Vaco,2023-12-22,https://www.linkedin.com/jobs/view/3786752257,0.0,https://media.licdn.com/dms/image/D4E0BAQETVFSdIzK4cw/company-logo_100_100/0/1688588535509/vaco_logo?e=2147483647&v=beta&t=KN3VUnnqFSwt02YHwldNK4wEkN8Drmn8Q0gqsxv6-AU,"Los Angeles County, CA","<div class=""show-more-less-html__markup show-more-less-html__markup--clamp-after-5 relative overflow-hidden"">
<br/><strong>Quick Notes:</strong><ul><li>1-2 years of experience desired</li><li>Industry exp preferred</li><li>Senior in Excel, mid-level in SQL, understanding of Python</li><li>Not moving towards Data Science anytime soon, but they are open to use Python day-to-day if they prefer</li><li>Doing most of the Data visualizations in Excel (not a tool)</li><li>Will have 5 clients they do analytics for. Working with Account Managers to give them the data analysis for clients, sometimes will have to speak with clients on call.<br/><br/></li></ul><strong>Job Description:</strong> <br/><br/><strong>Business Data Analyst</strong> <br/><br/>The Analyst will provide analytical support to the sales, marketing, and business development departments. They will focus on performance and optimization of our key client accounts. They will collect and analyze data, and then apply mathematical models and statistics to guide key decisions and management. <br/>Core responsibilities include optimizing campaigns, preparing and interpreting data and reporting, and reviewing key performance indicators (KPIs) to provide suggestions and guidance. The analyst will also support the product and engineering teams, as well as executive management, in building and evaluating tools and software. <br/><strong>RESPONSIBILITIES</strong><ul><li>Compile, analyze and interpret performance data to best optimize advertiser campaigns.</li><li>Build and evaluate mathematical models and optimization approaches towards maximizing advertiser's return on investment (ROI).</li><li>Analyze data across our marketplace to uncover opportunities for growth and efficient allocation of resources.</li><li>Work with engineering and product teams to prototype, build, and evaluate the MediaAlpha platform's optimization tools.</li><li>Help clients build, execute and optimize campaigns, measure and present results.</li><li>Provide consultative and strategic marketing guidance for clients.</li><li>Build templates and tools to improve efficiency and efficacy of analysis and optimizations.<br/></li></ul><strong>REQUIREMENTS</strong><ul><li>Strong analytical ability and attention to detail</li><li>Experience synthesizing large data sets.</li><li>Capacity to think critically and creatively, identify problems, and propose solutions.</li><li>Strong written and verbal communication skills.</li><li>Self-starter who can take initiative on projects, work to scale existing processes and implement new ones.</li><li>Strong Excel proficiency (pivot tables, vlookups, data manipulation).</li><li>Strong proficiency with statistical and financial concepts (e.g., confidence intervals and ROI).</li><li>Experience using programming/scripting languages for data analysis and mathematical modeling preferred (SQL, Python, R, Stata, etc.).</li><li>2+ years of work experience in an analytical role.</li><li>B.S. required, must be in a quantitative discipline (e.g., economics, finance, engineering, math or statistics).</li></ul>
</div>",No Salary Info Found,Data Integration Engineer
Data Engineer,UCLA Health,2023-12-19,https://www.linkedin.com/jobs/view/3788430276,0.0,https://media.licdn.com/dms/image/C560BAQHyuBEO4-qOOw/company-logo_100_100/0/1630668765070/ucla_health_logo?e=2147483647&v=beta&t=2-jEcz0aRJMHdE2Xz-zakZTu9Z9ZeVYHwXDELtsvui4,"Los Angeles, CA","<div class=""show-more-less-html__markup show-more-less-html__markup--clamp-after-5 relative overflow-hidden"">
<strong>Description<br/><br/></strong>Under general supervision of the manager of DGIT Data Operations, the Database Engineer will be responsible for installation, configuration, database design, pipeline building, migration, capacity planning, performance tuning, security and recovery among other tasks. In this role, you will: monitor daily ETLs as well as developing new and enhancing existing ETL packages build data pipelines with process in place to ensure data quality and conform to the best industry practice of data governance maintain all VM servers as well as MS SQL Servers on premises, and MS Azure admin tasks function as a Database engineer for DGIT Data Operations, with the mindset of securing and backing up all databases on a regular cadence work closely with our business partners and collaborate with other team members on monthly financial report releases work closely with other DGIT groups to collaborate on existing or new server configurations provide general technical support in the areas of database engineering, logical and physical data model design be expected to work on, maintain, and manage multiple projects simultaneously over an extended period of time, collaborate with developers and appropriately prioritizing tasks and regularly showing progress backfill ETL developers and DBAs as needed. In this role, you will be required to be on site at least 6 days per quarter. Salary offers are determined based on various factors including, but not limited to, qualifications, experience, and equity. The full annual salary range for this position is $78,800 - $175,000. The target salary range that the University reasonably expects to pay for this position is between the minimum and the midpoint of the salary range.
      </div>",$78800- $175000,Data Integration Engineer
"Data Scientist I, Revenue",Tinder,2023-12-19,https://www.linkedin.com/jobs/view/3757776367,0.0,Unable to scrape,Unable to scrape,Unable to scrape,Unable to scrape,Data Integration Engineer
Data Engineer,University of Southern California,2023-12-19,https://www.linkedin.com/jobs/view/3500265434,0.0,https://media.licdn.com/dms/image/C4E0BAQHatTfEv4Af6w/company-logo_100_100/0/1631312619853?e=2147483647&v=beta&t=SMp5VNiFDNwEqti49w8FPl5yYzg-RYxhNB3IEE0jqZI,"Los Angeles, CA","<div class=""show-more-less-html__markup show-more-less-html__markup--clamp-after-5 relative overflow-hidden"">
        The University of Southern California, founded in 1880, is located in the heart of downtown and is the largest private employer in the City of Los Angeles. As an employee of USC, you will be a part of a world-class research university and a member of the “Trojan Family.”<br/><br/>USC University Advancement is seeking a collaborative <strong>Data Engineer</strong> to design, build, and launch new data models to provide intuitive analytics to customers. Reporting to the Executive Director of Business Intelligence, the Data Engineer will move data from our Data Warehouse Systems into downstream databases and data marts for analysis. This is a hybrid position based in our downtown Los Angeles office (USC Tower).<br/><br/>USC values diversity and is committed to equal opportunity in employment. USC University Advancement is committed to fostering a diverse, equitable, and inclusive culture in which all advancement staff and our stakeholders have the opportunity to connect, belong, and grow while supporting the USC’s mission, values, and goals.<br/><br/><strong>Job Accountabilities<br/><br/></strong><ul><li>Architect, build, and launch new data models that provide intuitive analytics to your customers</li><li>Design, build and launch extremely efficient &amp; reliable data pipelines to move data (both large and small amounts) from our Data Warehouse Systems into downstream databases and data marts for analysis</li><li>Develop strategies to extract, resolve, and unify information of various types from numerous disparate data sources and integrate cohesively with external business applications</li><li>Collaborate with a cross-functional team of client leads, application developers, operations engineers, and architects to translate complex product requirements into technical specs and design requirements</li><li>Optimize performance and cost efficiency of cloud-based processes across multiple cloud environments (AWS, Azure, GCP)</li><li>Design, build and deploy ETL and data management processes with reliable error/exception handling and rollback framework</li><li>Provide production support for data load jobs and develop customized query to generate automatic periodic reports</li><li>Build applications writing SQL/Python scripts to manipulate data and/or writing specific instructions for off-shore programmers to write the scripts</li><li>Provide daily monitoring, management, troubleshooting, and issue resolution to existing and new data solutions and systems’ interfaces affected by them.</li><li>Develop high quality, reliable, and fault-tolerant data solutions based on internal and external customers/users’ requirements, applying best practices and new trends/technologies all along the solution lifecycle.<br/><br/></li></ul><strong>Qualifications<br/><br/></strong><ul><li>2+ years of overall experience developing cloud-native data solutions on Azure/AWS (Must have a solid understanding of cloud concepts: Storage, Compute, Network and Managed Services)</li><li>Broad knowledge of different database technologies beyond RDBMS, vendor/solution capabilities in data management and reporting/analytics – data federation, big data, data quality, Business Intelligence, etc., and writing complex SQL queries in a data warehouse environment</li><li>3+ years of experience programming in PowerShell and C#</li><li>3+ years of experience in SQL, data transformations, statistical analysis, and troubleshooting across more than one Database Platform (Cassandra, MySQL, Snowflake, PostgreSQL, Redshift, Azure SQL Warehouse, etc.).</li><li>3+ years of experience designing and building solutions utilizing various Cloud services such as EC2, S3, EMR, Kinesis, RDS, Redshift/Spectrum, Lambda, Glue, Athena, API gateway, etc.</li><li>Experience with one or more relevant tools (Sqoop, Flume, Kafka, Oozie, Hue, Zookeeper, HCatalog, Solr, Avro, SSIS)</li><li>Experience with one or more SQL-on-Hadoop technology (Hive, Impala, Spark SQL, Presto)</li><li>Experience with AWS ecosystem (Data Lake Formation, Glue, Data Pipelines, EC2, Redshift, S3, Glacier, DynamoDB, Lambda, etc.)<br/><br/></li></ul><strong>Documentation And Additional Information<br/><br/></strong>To apply, please include a resume and cover letter.<br/><br/>The annual base salary range for this position is $96,739.35 - $110,000. When extending an offer of employment, the University of Southern California considers factors such as (but not limited to) the scope and responsibilities of the position, the candidate’s work experience, education/training, key skills, internal peer equity, federal, state, and local laws, contractual stipulations, grant funding, as well as external market and organizational considerations.<br/><br/>USC has excellent benefits, including health benefits for staff &amp; their family with access to the renowned university medical network; retirement plans with employer contributions once you meet Program’s eligibility; tuition benefits for staff &amp; their family; central Los Angeles location with easy access to commuter trains, buses &amp; free tram pick up services.<br/><br/>The University of Southern California values diversity and is committed to equal opportunity in employment.<br/><br/>Minimum Education: Bachelor's degree Minimum Experience: 3 years Minimum Field of Expertise: Direct knowledge and experience in data modeling, data warehousing and reporting. Project management experience for complex projects. Demonstrated organizational, critical thinking, interpersonal, planning, problem solving, and business analytical skills. Able to work at a high functional and technical level.
      </div>",$96739.35- $110000,Data Integration Engineer
"Senior Data Engineer, Python (Remote) – 3988",HIRECLOUT,2023-12-19,https://www.linkedin.com/jobs/view/3552098262,0.0,https://media.licdn.com/dms/image/D560BAQEUsd6ajmP3ZQ/company-logo_100_100/0/1692307270312/hireclout_logo?e=2147483647&v=beta&t=kDQYCBte9Oh2m6Jk-2ULaGzxOUOXb-by0e3YXpr_WEY,"Los Angeles, CA","<div class=""show-more-less-html__markup show-more-less-html__markup--clamp-after-5 relative overflow-hidden"">
        HireClout<br/><br/>What You Will Be Doing<br/><br/><ul><li>Design and support an innovative Data Platform </li><li>Create data models that can not only be utilized by the entire company, but that’s relevant and important to the entire company </li><li>Gain information on data collection efficiencies through collaboration with data analysts and contribute to the further automation of manual tasks </li><li>Identify, extract, assess, manipulate, and analyze internal and external data from multiple sources including transactional and reference data </li><li>Closely interact with data scientists and analysts to build pipelines and warehousing solutions <br/><br/></li></ul>What You Will Need<br/><br/><ul><li>Experience with Python </li><li>Experience with Data Pipelines </li><li>Experience with Snowflake, Spark, Airflow, or Kinesis <br/><br/></li></ul>Nice to Have<br/><br/><ul><li>Apache Storm, Apache Kafka, or Apache Nifi experience </li><li>Experience with Flink, Cassandra, MariaDB, and ElasticSearch </li><li>Experience with a technology like Redis, Redshift, Athena, BigQuery, DBT, or Presto <br/><br/></li></ul>Why Us<br/><br/><strong>Benefits And Perks<br/><br/></strong><ul><li>Competitive Salary: $100,000 – $200,000 <br/><br/></li></ul>Applicants must be currently authorized to work in the United States on a full-time basis now and in the future.<br/><br/>This position does not offer sponsorship.<br/><br/><strong>REF: JOB-3988<br/><br/></strong>Share this job<br/><br/>First name<br/><br/>Last name<br/><br/>Email<br/><br/>Attach resume*<br/><br/><ul><li> Job type: Permanent </li><li> Location: </li><li> Date posted: Posted 12 months ago </li><li>Salary:$100000 - $200000 per Year<br/><br/></li></ul>
</div>",$100000- $200000,Data Integration Engineer
Data Engineer,Motion Recruitment,2023-12-19,https://www.linkedin.com/jobs/view/3790370222,0.0,https://media.licdn.com/dms/image/C4E0BAQGBvaHLa2cjkg/company-logo_100_100/0/1657739070648/motion_recruitment_partners_logo?e=2147483647&v=beta&t=IOXFoJMyxUVpetwSC5tQM2Yn2QHnBd1ohX-wzpzkDn0,"Burbank, CA","<div class=""show-more-less-html__markup show-more-less-html__markup--clamp-after-5 relative overflow-hidden"">
        Looking for someone with a strong background working as a data engineer pulling and extracting data, as well as building pipelines &amp; distributed systems. The ideal candidate will have strong experience with Python, PySpark, SQL, and AWS.<br/><br/><strong>Required Skills &amp; Experience<br/><br/></strong><ul><li>Experience with Python programming </li><li>Experience with PySpark </li><li>Strong AWS experience </li><li>Comfortable working within several SQL databases </li><li>Experience with one or more data warehousing technology <br/><br/></li></ul>What You Will Be Doing<br/><br/>Tech Breakdown<br/><br/><ul><li>50% Building Pipelines with PySpark </li><li>50% Data cleaning and integration <br/><br/></li></ul>Daily Responsibilities<br/><br/><ul><li>100% Hands On <br/><br/></li></ul>The Offer<br/><br/><ul><li>Competitive base salary and equity offered <br/><br/></li></ul><strong>You Will Receive The Following Benefits<br/><br/></strong><ul><li>Medical &amp; Dental Insurance </li><li>Health Savings Account (HSA) </li><li>401(k) with 3% match </li><li>Unlimited Paid Time Off </li><li>Pre-tax Commuter Benefit </li><li>Unlimited remote access </li><li>Flexible work from home schedule (onsite 2-3 days/month) </li><li>On-site Gym <br/><br/></li></ul>Applicants must be currently authorized to work in the United States on a full-time basis now and in the future.<br/><br/><strong>Posted By:</strong> Julie Bennett
      </div>",No Salary Info Found,Data Integration Engineer
"Data Engineer, Product Analytics",Meta,2023-12-20,https://www.linkedin.com/jobs/view/3725959368,0.0,https://media.licdn.com/dms/image/C4E0BAQFdNatYGiBelg/company-logo_100_100/0/1636138754252/facebook_logo?e=2147483647&v=beta&t=ULaTUKRgzMzLCy5-pLoRMfMKpEI4OApXM5C9pEDZSDs,"Los Angeles, CA","<div class=""show-more-less-html__markup show-more-less-html__markup--clamp-after-5 relative overflow-hidden"">
        As a highly collaborative organization, our data engineers work cross-functionally with software engineering, data science, and product management to optimize growth, strategy, and experience for our 3 billion plus users, as well as our internal employee community. In this role, you will see a direct correlation between your work, company growth, and user satisfaction. Beyond this, you will work with some of the brightest minds in the industry, and you'll have a unique opportunity to solve some of the most interesting data challenges with efficiency and integrity, at a scale few companies can match.<br/><br/>Data Engineer, Product Analytics Responsibilities:<br/><br/><ul><li>Manage and execute data warehouse plans for a product or a group of products to solve well-scoped problems</li><li>Identify the data needed for a business problem and implement logging required to ensure availability of data, while working with data infrastructure to triage issues and resolve</li><li>Collaborate with engineers, product managers and data scientists to understand data needs, representing key data insights in a meaningful way</li><li>Build data expertise and leverage data controls to ensure privacy, security, compliance, data quality, and operations for allocated areas of ownership</li><li>Design, build and launch new data models and visualizations in production, leveraging common development toolkits</li><li>Independently design, build and launch new data extraction, transformation and loading processes in production, mentoring others around efficient queries</li><li>Support existing processes running in production and implement optimized solutions with limited guidance</li><li>Define and manage SLA for data sets in allocated areas of ownership<br/><br/></li></ul>Minimum Qualifications:<br/><br/><ul><li>Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience.</li><li>2+ years of work experience in data engineering</li><li>Experience with SQL, ETL, data modeling, and at least one programming language (e.g., Python, C++, C#, Scala, etc.)<br/><br/></li></ul>Preferred Qualifications:<br/><br/><ul><li>Experience with one or more of the following: data processing automation, data quality, data warehousing, data governance, business intelligence, data visualization, data privacy</li><li>Experience working with terabyte to petabyte scale data<br/><br/></li></ul>About Meta:<br/><br/>Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.<br/><br/>Meta is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Meta participates in the E-Verify program in certain locations, as required by law. Please note that Meta may leverage artificial intelligence and machine learning technologies in connection with applications for employment.<br/><br/>Meta is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com.
      </div>",No Salary Info Found,Data Integration Engineer
Data and Platform Engineer,"Honda of America Mfg., Inc.",2023-12-20,https://www.linkedin.com/jobs/view/3790802092,0.0,https://media.licdn.com/dms/image/C4E0BAQHJzoYpgeuWkw/company-logo_100_100/0/1631310920236?e=2147483647&v=beta&t=sPSFxpdwUEU0KcluhRMcpvXucMepm76QmsROz96EVLo,"Torrance, CA","<div class=""show-more-less-html__markup show-more-less-html__markup--clamp-after-5 relative overflow-hidden"">
<strong>Workstyle: </strong>Hybrid (20% onsite)<br/><br/><strong>Preferred onsite location: </strong>Torrance, OH or Marysville, OH<br/><br/>The <strong>Data and Platform Engineer</strong> plays a crucial role in designing, developing, and maintaining scalable and reliable data platforms to support the organization's data needs. With a propensity of action over analysis , they are responsible for ensuring efficient data ingestion, storage, processing, and retrieval, as well as providing data integration solutions to enable effective data analysis and reporting. This role requires a strong understanding of data engineering concepts, data management, and programming languages to deliver innovative data solutions while respecting governance principles like responsible AI and data privacy.<br/><br/><strong>Data Integration And Transformation<br/><br/></strong><ul><li>Develop and implement data integration solutions to enable seamless data movement across various systems and platforms.</li><li>Implement efficient data workflows, data pipelines, and ETL processes to accommodate structured and unstructured data from various sources to ensure the timely delivery of high-quality data.</li><li>Define data models and build data hierarchy structures to support AI/ML model integrations that are reliable and scalable.</li><li>Transform and cleanse data to ensure accuracy, consistency, and integrity.</li><li>Collaborate with data analysts and data scientists to understand data requirements and deliver tailored solutions.</li><li>Troubleshoot and resolve data integration issues in a timely manner.<br/><br/></li></ul><strong>Data Platform Development And Maintenance<br/><br/></strong><ul><li>Design, develop, and maintain scalable data platforms that support data ingestion, storage, processing, and retrieval.</li><li>Collaborate with cross-functional teams to ensure data platforms meet the organization's evolving data requirements.</li><li>Regularly monitor the data platform's performance, identifying and resolving any issues or bottlenecks<br/><br/></li></ul><strong>Data Quality, Governance And Security<br/><br/></strong><ul><li>Implement and enforce data quality and governance assurance policies, ensuring compliance with relevant data protection regulations and industry best practices.</li><li>Develop and maintain data security measures, including access controls, encryption, and data anonymization techniques.</li><li>Monitor data usage and access patterns, proactively identifying and mitigating potential security risks.</li><li>Collaborate with the IT and cybersecurity teams to address data-related vulnerabilities and incidents.</li><li>Perform data profiling, data validation, and data cleansing activities to ensure data.accuracy and completeness.</li><li>Collaborate with stakeholders to identify and resolve data quality issues.</li><li>Define and monitor data quality metrics to measure and improve data quality over time.</li><li>Conduct regular audits and reviews to ensure adherence to data quality standards.</li><li>Ensure data governance and compliance standards, including responsible AI principles and data privacy, are adhered to during data integration and transformation processes.<br/><br/></li></ul><strong>Performance Optimization<br/><br/></strong><ul><li> Identify and implement performance optimization strategies for data platforms and processes. </li><li> Optimize database design, data structures, and query performance to enhance data retrieval speed. </li><li> Monitor and analyze data processing and query performance metrics, taking proactive actions to optimize their performance. </li><li> Collaborate with infrastructure and network teams to ensure optimal data platform performance. </li><li> Conduct regular performance testing and tuning activities and optimize data platforms for performance, reliability, and security. <br/><br/></li></ul><strong>Documentation And Knowledge Sharing<br/><br/></strong><ul><li> Document data platform architecture, data models, data flows, and technical specifications. </li><li> Create and maintain comprehensive documentation of data engineering processes and workflows. </li><li> Share knowledge and best practices with team members and stakeholders. </li><li> Provide training and support to users on data engineering tools and technologies. </li><li> Contribute to the development and enhancement of data engineering standards and guidelines. </li><li> Continuously research, evaluate and implement emerging technologies and best practices in data engineering to drive innovation. </li><li> BS in Technical discipline such as Computer Science, Information Systems, Computer Engineering or a related field. Proven experience as a Data Engineer, Database Developer, or relevant experience and certifications are welcome in lieu of a degree. <br/><br/></li></ul><strong>Minimum Experience<br/><br/></strong><ul><li> Strong understanding of data engineering principles, data management, and data modeling concepts. </li><li> Proficient in programming languages such as Python, Java, or Scala, with experience in database query languages (e.g., SQL). </li><li> Experience with cloud-based data platforms (e.g., AWS, Azure, GCP) and associated services (e.g., S3, Redshift, BigQuery). </li><li> Familiarity with data integration techniques, ETL frameworks (e.g., Apache Spark), and workflow management tools (e.g., Airflow). </li><li> Experience with data streaming and real-time data processing frameworks (e.g., Kafka, Apache Flink, AWS Kinesis, etc). </li><li> Familiarity with machine learning and AI techniques for data analysis and prediction. </li><li> Understanding of data security, encryption, privacy, and compliance requirements. </li><li> Excellent problem-solving and analytical skills, with the ability to optimize data processing pipelines for performance and efficiency. </li><li> Strong communication skills, with the ability to effectively collaborate with cross-functional teams and explain complex technical concepts to non-technical stakeholders. <br/><br/></li></ul><strong>Other Job-specific Skills<br/><br/></strong><ul><li> Experience with data engineering tools and frameworks such as Apache Airflow, Apache NiFi, Talend, etc. </li><li> Experience with Data science tools such as Open Data Hub (Seldon, Prometheus, Dataiku, IBM Watson Studio, etc) </li><li> Deep learning - machine learning that is a neural network with three or more layers, which helps to “learn” from large amounts of data. </li><li> Cloud/big data tools (ex. blob storage, Redshift, Kafka, Hadoop, Spark, Hive etc.). </li><li> Experience with containerization technologies such as Docker or Kubernetes.</li></ul>
</div>",No Salary Info Found,Data Integration Engineer
Data Engineer,STAND 8 Technology Services,2023-12-20,https://www.linkedin.com/jobs/view/3773569628,0.0,Unable to scrape,Unable to scrape,Unable to scrape,Unable to scrape,Data Integration Engineer
Cloud Data Engineer/Developer,Talener,2023-12-25,https://www.linkedin.com/jobs/view/3757621969,0.0,Unable to scrape,Unable to scrape,Unable to scrape,Unable to scrape,Data Integration Engineer
"Data Engineer, FinTech",Amazon,2023-12-24,https://www.linkedin.com/jobs/view/3756689531,0.0,Unable to scrape,Unable to scrape,Unable to scrape,Unable to scrape,Data Integration Engineer
Jr. Data Engineer,Brooksource,2023-12-19,https://www.linkedin.com/jobs/view/3790347614,0.0,https://media.licdn.com/dms/image/C4D0BAQEpBYagiK3vWA/company-logo_100_100/0/1631310603864?e=2147483647&v=beta&t=QFWW3W6lJWmWobT1e3ga2p8it00G9tpnQUu4zQBd94Y,Dallas-Fort Worth Metroplex,"<div class=""show-more-less-html__markup show-more-less-html__markup--clamp-after-5 relative overflow-hidden"">
<p><strong>Jr. Data Engineer</strong></p><p><strong>DFW (Hyrbid)</strong></p><p><strong>6-12 Month Contract To Hire (Upskilling Program)</strong></p><p><br/></p><p><strong><u> Why you’ll love this job</u></strong></p><ul><li>Our data engineers are powering the capability to make decisions using data to improve operations and our customer and employee experience.</li><li>You will help enable data engineering solutions.</li><li>You will be part of a team that innovates.</li><li>This role is a part of the Data Engineering and Analytics team within our Technology group. You’ll bring your data engineering, collaboration and analytics skills to help cultivate a data driven culture by designing and delivering analytics solutions and making data analytics easier and more effective.</li></ul><p> </p><p><strong><u>Responsibilities</u></strong></p><ul><li>Work closely with source data application teams and product owners to design, implement and support analytics solutions that provide insights to make better decisions</li><li>Implement data migration and data engineering solutions using Azure products and services: (Azure Data Lake Storage, Azure Data Factory, Azure Functions, Event Hub, Azure Stream Analytics, Azure Databricks, etc.) and traditional data warehouse tools.</li><li>Perform multiple aspects involved in the development lifecycle – design, cloud engineering (Infrastructure, network, security, and administration), ingestion, preparation, data modeling, testing, CICD pipelines, performance tuning, deployments, consumption, BI, alerting, prod support.</li><li>Provide technical leadership and collaborate within a team environment as well as work independently.</li><li>Be a part of a DevOps team that completely owns and supports their product</li><li>Implement batch and streaming data pipelines using cloud technologies</li><li>Leads development of coding standards, best practices and privacy and security guidelines.</li><li>Mentors others on technical and domain skills to create multi-functional teams</li></ul><p> </p><p><strong><u>Qualifications</u></strong></p><ul><li>Bachelor's degree in Computer Science, Computer Engineering, Technology, Information Systems (CIS/MIS), Engineering or related technical discipline, or equivalent experience/training</li><li>1 years software solution development using agile, DevOps, operating in a product model that includes designing, developing, and implementing large-scale applications or data engineering solutions</li><li>1 years data analytics experience using SQL</li><li>1 year of cloud development and data lake experience (prefer Microsoft Azure) including Azure EventHub, Azure Data Factory, Azure Databricks, Azure DevOps, Azure Blob Storage, Azure Data Lake, Azure Power Apps and Power BI.</li><li>Combination of Development, Administration &amp; Support experience in several of the following tools/platforms required:</li><li>Scripting: Python, Spark, Unix, SQL</li><li>Data Platforms: Teradata, Cassandra, MongoDB, Oracle, SQL Server, ADLS, Snowflake, Azure Data Explorer. Administration skills a plus</li><li>Azure Cloud Technologies: Azure Data Factory, Azure Databricks, Azure Blob Storage, Azure Data Lake, Azure Power Apps and Azure Functions</li><li>CI/CD: GitHub, Jenkins, Azure DevOps, Terraform</li><li>BI Analytics Tool Stack - Cognos, Tableau, Power BI, Alteryx, Denodo, and Grafana</li><li>Data Warehousing: DataStage, Informatica</li><li>Data Governance and Privacy: Informatica Axon and EDC, BigID</li></ul><p> </p><p><strong><u>Nice-to-Have</u></strong></p><p>· 1+ years software solution development using agile, dev ops, product model that includes designing, developing, and implementing large-scale applications or data engineering solutions.</p><ul><li>1+ years data analytics experience using SQL</li><li>1 years full-stack development experience, preferably in Azure</li><li>1 years of cloud development and data lake experience (prefer Microsoft Azure) including Azure EventHub, Azure Data Factory, Azure Functions, ADX, ASA, Azure Databricks, Azure DevOps, Azure Blob Storage, Azure Data Lake, Azure Power Apps and Power BI.</li><li>Airline Industry Experience</li></ul><p></p>
</div>",No Salary Info Found,Data Integration Engineer
